,Statistic,Year,Age Group,Sex,Road User Type,UNIT,VALUE
7791,All Killed and Injured Casualties,2012,18 - 20 years,Female,Other road users,Number,16
7793,All Killed and Injured Casualties,2012,21 - 24 years,Male,Pedestrians,Number,56
7794,All Killed and Injured Casualties,2012,21 - 24 years,Male,Pedal cyclists,Number,31
7795,All Killed and Injured Casualties,2012,21 - 24 years,Male,Motor cyclists,Number,29
7796,All Killed and Injured Casualties,2012,21 - 24 years,Male,All Car users,Number,378
7797,All Killed and Injured Casualties,2012,21 - 24 years,Male,Car drivers,Number,199
7798,All Killed and Injured Casualties,2012,21 - 24 years,Male,Car passengers,Number,179
7799,All Killed and Injured Casualties,2012,21 - 24 years,Male,Other road users,Number,49
7801,All Killed and Injured Casualties,2012,21 - 24 years,Female,Pedestrians,Number,22
7802,All Killed and Injured Casualties,2012,21 - 24 years,Female,Pedal cyclists,Number,9
7803,All Killed and Injured Casualties,2012,21 - 24 years,Female,Motor cyclists,Number,3
7804,All Killed and Injured Casualties,2012,21 - 24 years,Female,All Car users,Number,247
7805,All Killed and Injured Casualties,2012,21 - 24 years,Female,Car drivers,Number,151
7806,All Killed and Injured Casualties,2012,21 - 24 years,Female,Car passengers,Number,96
7807,All Killed and Injured Casualties,2012,21 - 24 years,Female,Other road users,Number,10
7809,All Killed and Injured Casualties,2012,25 - 34 years,Male,Pedestrians,Number,82
7810,All Killed and Injured Casualties,2012,25 - 34 years,Male,Pedal cyclists,Number,101
7811,All Killed and Injured Casualties,2012,25 - 34 years,Male,Motor cyclists,Number,85
7812,All Killed and Injured Casualties,2012,25 - 34 years,Male,All Car users,Number,585
7813,All Killed and Injured Casualties,2012,25 - 34 years,Male,Car drivers,Number,385
7814,All Killed and Injured Casualties,2012,25 - 34 years,Male,Car passengers,Number,200
7815,All Killed and Injured Casualties,2012,25 - 34 years,Male,Other road users,Number,108
7817,All Killed and Injured Casualties,2012,25 - 34 years,Female,Pedestrians,Number,49
7818,All Killed and Injured Casualties,2012,25 - 34 years,Female,Pedal cyclists,Number,56
7819,All Killed and Injured Casualties,2012,25 - 34 years,Female,Motor cyclists,Number,11
7820,All Killed and Injured Casualties,2012,25 - 34 years,Female,All Car users,Number,586
7821,All Killed and Injured Casualties,2012,25 - 34 years,Female,Car drivers,Number,392
7822,All Killed and Injured Casualties,2012,25 - 34 years,Female,Car passengers,Number,194
7823,All Killed and Injured Casualties,2012,25 - 34 years,Female,Other road users,Number,24
7825,All Killed and Injured Casualties,2012,35 - 44 years,Male,Pedestrians,Number,69
7826,All Killed and Injured Casualties,2012,35 - 44 years,Male,Pedal cyclists,Number,107
7827,All Killed and Injured Casualties,2012,35 - 44 years,Male,Motor cyclists,Number,82
7828,All Killed and Injured Casualties,2012,35 - 44 years,Male,All Car users,Number,443
7829,All Killed and Injured Casualties,2012,35 - 44 years,Male,Car drivers,Number,354
7830,All Killed and Injured Casualties,2012,35 - 44 years,Male,Car passengers,Number,89
7831,All Killed and Injured Casualties,2012,35 - 44 years,Male,Other road users,Number,90
7833,All Killed and Injured Casualties,2012,35 - 44 years,Female,Pedestrians,Number,41
7834,All Killed and Injured Casualties,2012,35 - 44 years,Female,Pedal cyclists,Number,35
7835,All Killed and Injured Casualties,2012,35 - 44 years,Female,Motor cyclists,Number,6
7836,All Killed and Injured Casualties,2012,35 - 44 years,Female,All Car users,Number,458
7837,All Killed and Injured Casualties,2012,35 - 44 years,Female,Car drivers,Number,338
7838,All Killed and Injured Casualties,2012,35 - 44 years,Female,Car passengers,Number,120
7839,All Killed and Injured Casualties,2012,35 - 44 years,Female,Other road users,Number,14
7841,All Killed and Injured Casualties,2012,45 - 54 years,Male,Pedestrians,Number,49
7842,All Killed and Injured Casualties,2012,45 - 54 years,Male,Pedal cyclists,Number,73
7843,All Killed and Injured Casualties,2012,45 - 54 years,Male,Motor cyclists,Number,65
7844,All Killed and Injured Casualties,2012,45 - 54 years,Male,All Car users,Number,257
7845,All Killed and Injured Casualties,2012,45 - 54 years,Male,Car drivers,Number,215
7846,All Killed and Injured Casualties,2012,45 - 54 years,Male,Car passengers,Number,42
7847,All Killed and Injured Casualties,2012,45 - 54 years,Male,Other road users,Number,81
7849,All Killed and Injured Casualties,2012,45 - 54 years,Female,Pedestrians,Number,45
7850,All Killed and Injured Casualties,2012,45 - 54 years,Female,Pedal cyclists,Number,25
7851,All Killed and Injured Casualties,2012,45 - 54 years,Female,Motor cyclists,Number,8
7852,All Killed and Injured Casualties,2012,45 - 54 years,Female,All Car users,Number,324
7853,All Killed and Injured Casualties,2012,45 - 54 years,Female,Car drivers,Number,244
7854,All Killed and Injured Casualties,2012,45 - 54 years,Female,Car passengers,Number,80
7855,All Killed and Injured Casualties,2012,45 - 54 years,Female,Other road users,Number,12
7857,All Killed and Injured Casualties,2012,55 - 64 years,Male,Pedestrians,Number,53
7858,All Killed and Injured Casualties,2012,55 - 64 years,Male,Pedal cyclists,Number,33
7859,All Killed and Injured Casualties,2012,55 - 64 years,Male,Motor cyclists,Number,24
7860,All Killed and Injured Casualties,2012,55 - 64 years,Male,All Car users,Number,165
7861,All Killed and Injured Casualties,2012,55 - 64 years,Male,Car drivers,Number,137
7862,All Killed and Injured Casualties,2012,55 - 64 years,Male,Car passengers,Number,28
7863,All Killed and Injured Casualties,2012,55 - 64 years,Male,Other road users,Number,45
7865,All Killed and Injured Casualties,2012,55 - 64 years,Female,Pedestrians,Number,40
7866,All Killed and Injured Casualties,2012,55 - 64 years,Female,Pedal cyclists,Number,10
7867,All Killed and Injured Casualties,2012,55 - 64 years,Female,Motor cyclists,Number,3
7868,All Killed and Injured Casualties,2012,55 - 64 years,Female,All Car users,Number,228
7869,All Killed and Injured Casualties,2012,55 - 64 years,Female,Car drivers,Number,166
7870,All Killed and Injured Casualties,2012,55 - 64 years,Female,Car passengers,Number,62
7871,All Killed and Injured Casualties,2012,55 - 64 years,Female,Other road users,Number,6
7873,All Killed and Injured Casualties,2012,65 years and over,Male,Pedestrians,Number,63
7874,All Killed and Injured Casualties,2012,65 years and over,Male,Pedal cyclists,Number,12
7875,All Killed and Injured Casualties,2012,65 years and over,Male,Motor cyclists,Number,5
7876,All Killed and Injured Casualties,2012,65 years and over,Male,All Car users,Number,214
7877,All Killed and Injured Casualties,2012,65 years and over,Male,Car drivers,Number,182
7878,All Killed and Injured Casualties,2012,65 years and over,Male,Car passengers,Number,32
7879,All Killed and Injured Casualties,2012,65 years and over,Male,Other road users,Number,22
7881,All Killed and Injured Casualties,2012,65 years and over,Female,Pedestrians,Number,74
7882,All Killed and Injured Casualties,2012,65 years and over,Female,Pedal cyclists,Number,5
7883,All Killed and Injured Casualties,2012,65 years and over,Female,Motor cyclists,Number,0
7884,All Killed and Injured Casualties,2012,65 years and over,Female,All Car users,Number,217
7885,All Killed and Injured Casualties,2012,65 years and over,Female,Car drivers,Number,124
7886,All Killed and Injured Casualties,2012,65 years and over,Female,Car passengers,Number,93
7887,All Killed and Injured Casualties,2012,65 years and over,Female,Other road users,Number,11
7889,All Killed and Injured Casualties,2012,Age unknown,Male,Pedestrians,Number,6
7890,All Killed and Injured Casualties,2012,Age unknown,Male,Pedal cyclists,Number,10
7891,All Killed and Injured Casualties,2012,Age unknown,Male,Motor cyclists,Number,6
7892,All Killed and Injured Casualties,2012,Age unknown,Male,All Car users,Number,22
7893,All Killed and Injured Casualties,2012,Age unknown,Male,Car drivers,Number,15
7894,All Killed and Injured Casualties,2012,Age unknown,Male,Car passengers,Number,7
7895,All Killed and Injured Casualties,2012,Age unknown,Male,Other road users,Number,2
7897,All Killed and Injured Casualties,2012,Age unknown,Female,Pedestrians,Number,6
7898,All Killed and Injured Casualties,2012,Age unknown,Female,Pedal cyclists,Number,0
7899,All Killed and Injured Casualties,2012,Age unknown,Female,Motor cyclists,Number,0
7900,All Killed and Injured Casualties,2012,Age unknown,Female,All Car users,Number,17
7901,All Killed and Injured Casualties,2012,Age unknown,Female,Car drivers,Number,6
7902,All Killed and Injured Casualties,2012,Age unknown,Female,Car passengers,Number,11
7903,All Killed and Injured Casualties,2012,Age unknown,Female,Other road users,Number,0
7905,All Killed and Injured Casualties,2013,All ages,Male,Pedestrians,Number,517
7906,All Killed and Injured Casualties,2013,All ages,Male,Pedal cyclists,Number,472
7907,All Killed and Injured Casualties,2013,All ages,Male,Motor cyclists,Number,268
7908,All Killed and Injured Casualties,2013,All ages,Male,All Car users,Number,2275
7909,All Killed and Injured Casualties,2013,All ages,Male,Car drivers,Number,1414
7910,All Killed and Injured Casualties,2013,All ages,Male,Car passengers,Number,861
7911,All Killed and Injured Casualties,2013,All ages,Male,Other road users,Number,426
7913,All Killed and Injured Casualties,2013,All ages,Female,Pedestrians,Number,394
7914,All Killed and Injured Casualties,2013,All ages,Female,Pedal cyclists,Number,145
7915,All Killed and Injured Casualties,2013,All ages,Female,Motor cyclists,Number,20
7916,All Killed and Injured Casualties,2013,All ages,Female,All Car users,Number,2191
7917,All Killed and Injured Casualties,2013,All ages,Female,Car drivers,Number,1313
7918,All Killed and Injured Casualties,2013,All ages,Female,Car passengers,Number,878
7919,All Killed and Injured Casualties,2013,All ages,Female,Other road users,Number,99
7921,All Killed and Injured Casualties,2013,0 - 5 years,Male,Pedestrians,Number,29
7922,All Killed and Injured Casualties,2013,0 - 5 years,Male,Pedal cyclists,Number,1
7923,All Killed and Injured Casualties,2013,0 - 5 years,Male,Motor cyclists,Number,0
7924,All Killed and Injured Casualties,2013,0 - 5 years,Male,All Car users,Number,54
7925,All Killed and Injured Casualties,2013,0 - 5 years,Male,Car drivers,Number,0
7926,All Killed and Injured Casualties,2013,0 - 5 years,Male,Car passengers,Number,54
7927,All Killed and Injured Casualties,2013,0 - 5 years,Male,Other road users,Number,5
7929,All Killed and Injured Casualties,2013,0 - 5 years,Female,Pedestrians,Number,22
7930,All Killed and Injured Casualties,2013,0 - 5 years,Female,Pedal cyclists,Number,1
7931,All Killed and Injured Casualties,2013,0 - 5 years,Female,Motor cyclists,Number,0
7932,All Killed and Injured Casualties,2013,0 - 5 years,Female,All Car users,Number,54
7933,All Killed and Injured Casualties,2013,0 - 5 years,Female,Car drivers,Number,0
7934,All Killed and Injured Casualties,2013,0 - 5 years,Female,Car passengers,Number,54
7935,All Killed and Injured Casualties,2013,0 - 5 years,Female,Other road users,Number,5
7937,All Killed and Injured Casualties,2013,6 - 9 years,Male,Pedestrians,Number,43
7938,All Killed and Injured Casualties,2013,6 - 9 years,Male,Pedal cyclists,Number,7
7939,All Killed and Injured Casualties,2013,6 - 9 years,Male,Motor cyclists,Number,0
7940,All Killed and Injured Casualties,2013,6 - 9 years,Male,All Car users,Number,39
7941,All Killed and Injured Casualties,2013,6 - 9 years,Male,Car drivers,Number,0
7942,All Killed and Injured Casualties,2013,6 - 9 years,Male,Car passengers,Number,39
7943,All Killed and Injured Casualties,2013,6 - 9 years,Male,Other road users,Number,2
7945,All Killed and Injured Casualties,2013,6 - 9 years,Female,Pedestrians,Number,22
7946,All Killed and Injured Casualties,2013,6 - 9 years,Female,Pedal cyclists,Number,6
7947,All Killed and Injured Casualties,2013,6 - 9 years,Female,Motor cyclists,Number,0
7948,All Killed and Injured Casualties,2013,6 - 9 years,Female,All Car users,Number,39
7949,All Killed and Injured Casualties,2013,6 - 9 years,Female,Car drivers,Number,0
7950,All Killed and Injured Casualties,2013,6 - 9 years,Female,Car passengers,Number,39
7951,All Killed and Injured Casualties,2013,6 - 9 years,Female,Other road users,Number,4
7953,All Killed and Injured Casualties,2013,10 - 14 years,Male,Pedestrians,Number,49
7954,All Killed and Injured Casualties,2013,10 - 14 years,Male,Pedal cyclists,Number,31
7955,All Killed and Injured Casualties,2013,10 - 14 years,Male,Motor cyclists,Number,2
7956,All Killed and Injured Casualties,2013,10 - 14 years,Male,All Car users,Number,61
7957,All Killed and Injured Casualties,2013,10 - 14 years,Male,Car drivers,Number,1
7958,All Killed and Injured Casualties,2013,10 - 14 years,Male,Car passengers,Number,60
7959,All Killed and Injured Casualties,2013,10 - 14 years,Male,Other road users,Number,7
7961,All Killed and Injured Casualties,2013,10 - 14 years,Female,Pedestrians,Number,26
7962,All Killed and Injured Casualties,2013,10 - 14 years,Female,Pedal cyclists,Number,11
7963,All Killed and Injured Casualties,2013,10 - 14 years,Female,Motor cyclists,Number,0
7964,All Killed and Injured Casualties,2013,10 - 14 years,Female,All Car users,Number,61
7965,All Killed and Injured Casualties,2013,10 - 14 years,Female,Car drivers,Number,0
7966,All Killed and Injured Casualties,2013,10 - 14 years,Female,Car passengers,Number,61
7967,All Killed and Injured Casualties,2013,10 - 14 years,Female,Other road users,Number,1
7969,All Killed and Injured Casualties,2013,15 - 17 years,Male,Pedestrians,Number,29
7970,All Killed and Injured Casualties,2013,15 - 17 years,Male,Pedal cyclists,Number,25
7971,All Killed and Injured Casualties,2013,15 - 17 years,Male,Motor cyclists,Number,2
7972,All Killed and Injured Casualties,2013,15 - 17 years,Male,All Car users,Number,104
7973,All Killed and Injured Casualties,2013,15 - 17 years,Male,Car drivers,Number,15
7974,All Killed and Injured Casualties,2013,15 - 17 years,Male,Car passengers,Number,89
7975,All Killed and Injured Casualties,2013,15 - 17 years,Male,Other road users,Number,8
7977,All Killed and Injured Casualties,2013,15 - 17 years,Female,Pedestrians,Number,27
7978,All Killed and Injured Casualties,2013,15 - 17 years,Female,Pedal cyclists,Number,5
7979,All Killed and Injured Casualties,2013,15 - 17 years,Female,Motor cyclists,Number,0
7980,All Killed and Injured Casualties,2013,15 - 17 years,Female,All Car users,Number,75
7981,All Killed and Injured Casualties,2013,15 - 17 years,Female,Car drivers,Number,3
7982,All Killed and Injured Casualties,2013,15 - 17 years,Female,Car passengers,Number,72
7983,All Killed and Injured Casualties,2013,15 - 17 years,Female,Other road users,Number,2
7985,All Killed and Injured Casualties,2013,18 - 20 years,Male,Pedestrians,Number,39
7986,All Killed and Injured Casualties,2013,18 - 20 years,Male,Pedal cyclists,Number,23
7987,All Killed and Injured Casualties,2013,18 - 20 years,Male,Motor cyclists,Number,8
7988,All Killed and Injured Casualties,2013,18 - 20 years,Male,All Car users,Number,251
7989,All Killed and Injured Casualties,2013,18 - 20 years,Male,Car drivers,Number,125
7990,All Killed and Injured Casualties,2013,18 - 20 years,Male,Car passengers,Number,126
7991,All Killed and Injured Casualties,2013,18 - 20 years,Male,Other road users,Number,23
7993,All Killed and Injured Casualties,2013,18 - 20 years,Female,Pedestrians,Number,27
7994,All Killed and Injured Casualties,2013,18 - 20 years,Female,Pedal cyclists,Number,5
7995,All Killed and Injured Casualties,2013,18 - 20 years,Female,Motor cyclists,Number,0
7996,All Killed and Injured Casualties,2013,18 - 20 years,Female,All Car users,Number,176
7997,All Killed and Injured Casualties,2013,18 - 20 years,Female,Car drivers,Number,74
7998,All Killed and Injured Casualties,2013,18 - 20 years,Female,Car passengers,Number,102
7999,All Killed and Injured Casualties,2013,18 - 20 years,Female,Other road users,Number,9
8001,All Killed and Injured Casualties,2013,21 - 24 years,Male,Pedestrians,Number,28
8002,All Killed and Injured Casualties,2013,21 - 24 years,Male,Pedal cyclists,Number,37
8003,All Killed and Injured Casualties,2013,21 - 24 years,Male,Motor cyclists,Number,25
8004,All Killed and Injured Casualties,2013,21 - 24 years,Male,All Car users,Number,304
8005,All Killed and Injured Casualties,2013,21 - 24 years,Male,Car drivers,Number,170
8006,All Killed and Injured Casualties,2013,21 - 24 years,Male,Car passengers,Number,134
8007,All Killed and Injured Casualties,2013,21 - 24 years,Male,Other road users,Number,42
8009,All Killed and Injured Casualties,2013,21 - 24 years,Female,Pedestrians,Number,28
8010,All Killed and Injured Casualties,2013,21 - 24 years,Female,Pedal cyclists,Number,10
8011,All Killed and Injured Casualties,2013,21 - 24 years,Female,Motor cyclists,Number,4
8012,All Killed and Injured Casualties,2013,21 - 24 years,Female,All Car users,Number,239
8013,All Killed and Injured Casualties,2013,21 - 24 years,Female,Car drivers,Number,143
8014,All Killed and Injured Casualties,2013,21 - 24 years,Female,Car passengers,Number,96
8015,All Killed and Injured Casualties,2013,21 - 24 years,Female,Other road users,Number,10
8017,All Killed and Injured Casualties,2013,25 - 34 years,Male,Pedestrians,Number,84
8018,All Killed and Injured Casualties,2013,25 - 34 years,Male,Pedal cyclists,Number,101
8019,All Killed and Injured Casualties,2013,25 - 34 years,Male,Motor cyclists,Number,92
8020,All Killed and Injured Casualties,2013,25 - 34 years,Male,All Car users,Number,468
8021,All Killed and Injured Casualties,2013,25 - 34 years,Male,Car drivers,Number,300
8022,All Killed and Injured Casualties,2013,25 - 34 years,Male,Car passengers,Number,168
8023,All Killed and Injured Casualties,2013,25 - 34 years,Male,Other road users,Number,114
8025,All Killed and Injured Casualties,2013,25 - 34 years,Female,Pedestrians,Number,47
8026,All Killed and Injured Casualties,2013,25 - 34 years,Female,Pedal cyclists,Number,46
8027,All Killed and Injured Casualties,2013,25 - 34 years,Female,Motor cyclists,Number,5
8028,All Killed and Injured Casualties,2013,25 - 34 years,Female,All Car users,Number,483
8029,All Killed and Injured Casualties,2013,25 - 34 years,Female,Car drivers,Number,345
8030,All Killed and Injured Casualties,2013,25 - 34 years,Female,Car passengers,Number,138
8031,All Killed and Injured Casualties,2013,25 - 34 years,Female,Other road users,Number,22
8033,All Killed and Injured Casualties,2013,35 - 44 years,Male,Pedestrians,Number,58
8034,All Killed and Injured Casualties,2013,35 - 44 years,Male,Pedal cyclists,Number,117
8035,All Killed and Injured Casualties,2013,35 - 44 years,Male,Motor cyclists,Number,63
8036,All Killed and Injured Casualties,2013,35 - 44 years,Male,All Car users,Number,358
8037,All Killed and Injured Casualties,2013,35 - 44 years,Male,Car drivers,Number,286
8038,All Killed and Injured Casualties,2013,35 - 44 years,Male,Car passengers,Number,72
8039,All Killed and Injured Casualties,2013,35 - 44 years,Male,Other road users,Number,86
8041,All Killed and Injured Casualties,2013,35 - 44 years,Female,Pedestrians,Number,37
8042,All Killed and Injured Casualties,2013,35 - 44 years,Female,Pedal cyclists,Number,23
8043,All Killed and Injured Casualties,2013,35 - 44 years,Female,Motor cyclists,Number,3
8044,All Killed and Injured Casualties,2013,35 - 44 years,Female,All Car users,Number,383
8045,All Killed and Injured Casualties,2013,35 - 44 years,Female,Car drivers,Number,299
8046,All Killed and Injured Casualties,2013,35 - 44 years,Female,Car passengers,Number,84
8047,All Killed and Injured Casualties,2013,35 - 44 years,Female,Other road users,Number,18
8049,All Killed and Injured Casualties,2013,45 - 54 years,Male,Pedestrians,Number,40
8050,All Killed and Injured Casualties,2013,45 - 54 years,Male,Pedal cyclists,Number,70
8051,All Killed and Injured Casualties,2013,45 - 54 years,Male,Motor cyclists,Number,52
8052,All Killed and Injured Casualties,2013,45 - 54 years,Male,All Car users,Number,241
8053,All Killed and Injured Casualties,2013,45 - 54 years,Male,Car drivers,Number,200
8054,All Killed and Injured Casualties,2013,45 - 54 years,Male,Car passengers,Number,41
8055,All Killed and Injured Casualties,2013,45 - 54 years,Male,Other road users,Number,75
8057,All Killed and Injured Casualties,2013,45 - 54 years,Female,Pedestrians,Number,42
8058,All Killed and Injured Casualties,2013,45 - 54 years,Female,Pedal cyclists,Number,23
8059,All Killed and Injured Casualties,2013,45 - 54 years,Female,Motor cyclists,Number,4
8060,All Killed and Injured Casualties,2013,45 - 54 years,Female,All Car users,Number,297
8061,All Killed and Injured Casualties,2013,45 - 54 years,Female,Car drivers,Number,216
8062,All Killed and Injured Casualties,2013,45 - 54 years,Female,Car passengers,Number,81
8063,All Killed and Injured Casualties,2013,45 - 54 years,Female,Other road users,Number,12
8065,All Killed and Injured Casualties,2013,55 - 64 years,Male,Pedestrians,Number,43
8066,All Killed and Injured Casualties,2013,55 - 64 years,Male,Pedal cyclists,Number,37
8067,All Killed and Injured Casualties,2013,55 - 64 years,Male,Motor cyclists,Number,17
8068,All Killed and Injured Casualties,2013,55 - 64 years,Male,All Car users,Number,164
8069,All Killed and Injured Casualties,2013,55 - 64 years,Male,Car drivers,Number,135
8070,All Killed and Injured Casualties,2013,55 - 64 years,Male,Car passengers,Number,29
8071,All Killed and Injured Casualties,2013,55 - 64 years,Male,Other road users,Number,44
8073,All Killed and Injured Casualties,2013,55 - 64 years,Female,Pedestrians,Number,35
8074,All Killed and Injured Casualties,2013,55 - 64 years,Female,Pedal cyclists,Number,12
8075,All Killed and Injured Casualties,2013,55 - 64 years,Female,Motor cyclists,Number,4
8076,All Killed and Injured Casualties,2013,55 - 64 years,Female,All Car users,Number,183
8077,All Killed and Injured Casualties,2013,55 - 64 years,Female,Car drivers,Number,115
8078,All Killed and Injured Casualties,2013,55 - 64 years,Female,Car passengers,Number,68
8079,All Killed and Injured Casualties,2013,55 - 64 years,Female,Other road users,Number,11
8081,All Killed and Injured Casualties,2013,65 years and over,Male,Pedestrians,Number,63
8082,All Killed and Injured Casualties,2013,65 years and over,Male,Pedal cyclists,Number,15
8083,All Killed and Injured Casualties,2013,65 years and over,Male,Motor cyclists,Number,5
8084,All Killed and Injured Casualties,2013,65 years and over,Male,All Car users,Number,216
8085,All Killed and Injured Casualties,2013,65 years and over,Male,Car drivers,Number,174
8086,All Killed and Injured Casualties,2013,65 years and over,Male,Car passengers,Number,42
8087,All Killed and Injured Casualties,2013,65 years and over,Male,Other road users,Number,17
8089,All Killed and Injured Casualties,2013,65 years and over,Female,Pedestrians,Number,78
8090,All Killed and Injured Casualties,2013,65 years and over,Female,Pedal cyclists,Number,1
8091,All Killed and Injured Casualties,2013,65 years and over,Female,Motor cyclists,Number,0
8092,All Killed and Injured Casualties,2013,65 years and over,Female,All Car users,Number,193
8093,All Killed and Injured Casualties,2013,65 years and over,Female,Car drivers,Number,116
8094,All Killed and Injured Casualties,2013,65 years and over,Female,Car passengers,Number,77
8095,All Killed and Injured Casualties,2013,65 years and over,Female,Other road users,Number,5
8097,All Killed and Injured Casualties,2013,Age unknown,Male,Pedestrians,Number,12
8098,All Killed and Injured Casualties,2013,Age unknown,Male,Pedal cyclists,Number,8
8099,All Killed and Injured Casualties,2013,Age unknown,Male,Motor cyclists,Number,2
8100,All Killed and Injured Casualties,2013,Age unknown,Male,All Car users,Number,15
8101,All Killed and Injured Casualties,2013,Age unknown,Male,Car drivers,Number,8
8102,All Killed and Injured Casualties,2013,Age unknown,Male,Car passengers,Number,7
8103,All Killed and Injured Casualties,2013,Age unknown,Male,Other road users,Number,3
8105,All Killed and Injured Casualties,2013,Age unknown,Female,Pedestrians,Number,3
8106,All Killed and Injured Casualties,2013,Age unknown,Female,Pedal cyclists,Number,2
8107,All Killed and Injured Casualties,2013,Age unknown,Female,Motor cyclists,Number,0
8108,All Killed and Injured Casualties,2013,Age unknown,Female,All Car users,Number,8
8109,All Killed and Injured Casualties,2013,Age unknown,Female,Car drivers,Number,2
8110,All Killed and Injured Casualties,2013,Age unknown,Female,Car passengers,Number,6
8111,All Killed and Injured Casualties,2013,Age unknown,Female,Other road users,Number,0
8113,All Killed and Injured Casualties,2014,All ages,Male,Pedestrians,Number,624
8114,All Killed and Injured Casualties,2014,All ages,Male,Pedal cyclists,Number,665
8115,All Killed and Injured Casualties,2014,All ages,Male,Motor cyclists,Number,285
8116,All Killed and Injured Casualties,2014,All ages,Male,All Car users,Number,2579
8117,All Killed and Injured Casualties,2014,All ages,Male,Car drivers,Number,1663
8118,All Killed and Injured Casualties,2014,All ages,Male,Car passengers,Number,916
8119,All Killed and Injured Casualties,2014,All ages,Male,Other road users,Number,491
8121,All Killed and Injured Casualties,2014,All ages,Female,Pedestrians,Number,476
8122,All Killed and Injured Casualties,2014,All ages,Female,Pedal cyclists,Number,198
8123,All Killed and Injured Casualties,2014,All ages,Female,Motor cyclists,Number,28
8124,All Killed and Injured Casualties,2014,All ages,Female,All Car users,Number,2657
8125,All Killed and Injured Casualties,2014,All ages,Female,Car drivers,Number,1505
8126,All Killed and Injured Casualties,2014,All ages,Female,Car passengers,Number,1152
8127,All Killed and Injured Casualties,2014,All ages,Female,Other road users,Number,88
8129,All Killed and Injured Casualties,2014,0 - 5 years,Male,Pedestrians,Number,48
8130,All Killed and Injured Casualties,2014,0 - 5 years,Male,Pedal cyclists,Number,1
8131,All Killed and Injured Casualties,2014,0 - 5 years,Male,Motor cyclists,Number,0
8132,All Killed and Injured Casualties,2014,0 - 5 years,Male,All Car users,Number,68
8133,All Killed and Injured Casualties,2014,0 - 5 years,Male,Car drivers,Number,0
8134,All Killed and Injured Casualties,2014,0 - 5 years,Male,Car passengers,Number,68
8135,All Killed and Injured Casualties,2014,0 - 5 years,Male,Other road users,Number,3
8137,All Killed and Injured Casualties,2014,0 - 5 years,Female,Pedestrians,Number,22
8138,All Killed and Injured Casualties,2014,0 - 5 years,Female,Pedal cyclists,Number,2
8139,All Killed and Injured Casualties,2014,0 - 5 years,Female,Motor cyclists,Number,0
8140,All Killed and Injured Casualties,2014,0 - 5 years,Female,All Car users,Number,57
8141,All Killed and Injured Casualties,2014,0 - 5 years,Female,Car drivers,Number,1
8142,All Killed and Injured Casualties,2014,0 - 5 years,Female,Car passengers,Number,56
8143,All Killed and Injured Casualties,2014,0 - 5 years,Female,Other road users,Number,3
8145,All Killed and Injured Casualties,2014,6 - 9 years,Male,Pedestrians,Number,43
8146,All Killed and Injured Casualties,2014,6 - 9 years,Male,Pedal cyclists,Number,13
8147,All Killed and Injured Casualties,2014,6 - 9 years,Male,Motor cyclists,Number,0
8148,All Killed and Injured Casualties,2014,6 - 9 years,Male,All Car users,Number,66
8149,All Killed and Injured Casualties,2014,6 - 9 years,Male,Car drivers,Number,1
8150,All Killed and Injured Casualties,2014,6 - 9 years,Male,Car passengers,Number,65
8151,All Killed and Injured Casualties,2014,6 - 9 years,Male,Other road users,Number,4
8153,All Killed and Injured Casualties,2014,6 - 9 years,Female,Pedestrians,Number,16
8154,All Killed and Injured Casualties,2014,6 - 9 years,Female,Pedal cyclists,Number,2
8155,All Killed and Injured Casualties,2014,6 - 9 years,Female,Motor cyclists,Number,0
8156,All Killed and Injured Casualties,2014,6 - 9 years,Female,All Car users,Number,54
8157,All Killed and Injured Casualties,2014,6 - 9 years,Female,Car drivers,Number,0
8158,All Killed and Injured Casualties,2014,6 - 9 years,Female,Car passengers,Number,54
8159,All Killed and Injured Casualties,2014,6 - 9 years,Female,Other road users,Number,0
8161,All Killed and Injured Casualties,2014,10 - 14 years,Male,Pedestrians,Number,62
8162,All Killed and Injured Casualties,2014,10 - 14 years,Male,Pedal cyclists,Number,39
8163,All Killed and Injured Casualties,2014,10 - 14 years,Male,Motor cyclists,Number,2
8164,All Killed and Injured Casualties,2014,10 - 14 years,Male,All Car users,Number,83
8165,All Killed and Injured Casualties,2014,10 - 14 years,Male,Car drivers,Number,1
8166,All Killed and Injured Casualties,2014,10 - 14 years,Male,Car passengers,Number,82
8167,All Killed and Injured Casualties,2014,10 - 14 years,Male,Other road users,Number,11
8169,All Killed and Injured Casualties,2014,10 - 14 years,Female,Pedestrians,Number,43
8170,All Killed and Injured Casualties,2014,10 - 14 years,Female,Pedal cyclists,Number,7
8171,All Killed and Injured Casualties,2014,10 - 14 years,Female,Motor cyclists,Number,1
8172,All Killed and Injured Casualties,2014,10 - 14 years,Female,All Car users,Number,75
8173,All Killed and Injured Casualties,2014,10 - 14 years,Female,Car drivers,Number,0
8174,All Killed and Injured Casualties,2014,10 - 14 years,Female,Car passengers,Number,75
8175,All Killed and Injured Casualties,2014,10 - 14 years,Female,Other road users,Number,3
8177,All Killed and Injured Casualties,2014,15 - 17 years,Male,Pedestrians,Number,30
8178,All Killed and Injured Casualties,2014,15 - 17 years,Male,Pedal cyclists,Number,35
8179,All Killed and Injured Casualties,2014,15 - 17 years,Male,Motor cyclists,Number,2
8180,All Killed and Injured Casualties,2014,15 - 17 years,Male,All Car users,Number,103
